713	483
703	555
686	191
690	453
684	49
699	353
699	462
702	468
720	574
695	447
698	190
709	395
714	375
699	545
684	440
686	243
686	273
696	374
688	147
699	294
695	250
720	589
683	20
685	114
691	266
699	227
719	364
704	532
718	226
687	248
710	451
691	311
688	312
711	667
689	32
700	295
711	233
702	288
695	448
703	601
687	31
691	146
685	203
715	368
686	512
700	513
709	567
712	490
698	422
686	547
689	54
683	206
689	235
714	669
709	540
700	172
703	658
695	617
683	271
711	365
685	360
683	15
686	195
691	404
703	244
700	472
714	657
694	335
691	263
720	591
700	515
688	34
696	171
685	150
696	197
712	518
692	383
688	418
703	124
696	232
694	624
691	103
700	436
695	57
688	82
702	64
701	454
694	201
690	493
717	511
710	405
693	303
686	369
689	72
699	123
704	437
694	607
694	605
716	421
687	67
684	22
704	497
686	384
698	139
708	570
704	552
691	188
713	394
711	548
686	339
705	316
695	484
706	619
692	249
694	408
683	198
686	109
696	644
702	425
688	569
688	24
688	331
700	642
719	671
686	140
686	500
686	296
710	541
712	668
697	246
683	84
688	154
700	504
712	445
693	26
714	499
698	614
704	442
683	66
686	131
690	358
684	46
686	317
717	581
701	471
687	21
696	86
700	276
686	208
712	620
683	10
698	125
696	183
701	106
683	117
699	392
693	287
699	396
694	298
694	428
688	502
686	546
688	211
720	563
683	310
695	401
702	519
716	508
696	189
701	210
692	399
706	520
694	352
695	169
719	525
688	156
712	416
688	155
717	452
683	62
684	16
714	449
694	560
720	318
683	2
684	100
696	489
689	52
698	341
684	59
712	655
688	145
683	70
694	641
700	496
692	37
684	101
714	361
691	247
691	113
685	144
688	475
701	323
691	403
713	640
699	533
694	625
686	102
688	659
700	524
692	30
686	56
683	255
711	457
699	382
704	39
696	473
704	604
699	343
700	76
694	170
698	231
696	631
696	660
686	521
696	461
703	647
689	61
707	417
694	626
689	269
693	285
688	177
690	446
721	623
685	193
684	161
688	480
690	450
713	431
706	675
712	251
683	74
702	559
691	142
699	491
711	627
688	88
700	544
686	110
722	665
712	531
694	510
709	274
717	618
695	253
695	328
712	621
683	71
686	573
686	387
708	238
690	469
706	653
712	636
706	63
686	112
686	464
706	272
694	200
699	402
688	152
683	164
721	565
693	162
700	672
693	93
689	94
702	479
710	400
701	179
692	536
696	129
699	214
688	439
706	612
713	283
715	534
711	586
713	649
686	279
690	122
695	578
687	80
700	284
694	359
690	258
712	664
707	325
683	8
702	221
695	349
691	332
690	157
695	119
694	530
700	579
688	293
689	514
719	357
695	585
686	128
683	260
711	584
695	393
686	95
717	549
696	229
686	410
691	281
686	192
686	278
691	305
701	252
694	381
702	230
686	178
686	478
686	137
694	213
694	487
694	391
704	558
713	651
694	606
695	429
691	81
690	69
698	419
717	542
688	68
699	254
683	73
712	566
717	444
699	482
695	348
706	602
692	78
694	337
685	58
693	588
693	495
683	673
687	50
683	138
688	561
683	53
713	598
694	176
710	629
686	149
705	526
686	370
688	430
688	55
696	309
695	204
684	85
692	674
684	236
706	654
698	414
700	580
694	275
715	299
716	443
711	315
709	463
700	180
695	527
694	158
715	291
698	326
690	77
721	613
711	182
709	488
689	90
691	466
690	377
689	438
693	371
692	334
691	217
686	516
717	386
691	289
719	611
712	194
683	27
683	557
695	241
700	523
711	595
684	5
712	679
691	322
707	237
714	568
702	594
705	435
699	327
712	556
694	680
687	509
691	38
684	43
703	577
695	277
693	228
701	432
694	321
719	643
689	13
688	199
720	635
708	96
684	12
706	220
695	411
686	104
705	98
708	372
714	420
689	186
696	554
710	304
694	415
686	181
685	44
690	159
690	256
699	306
699	234
691	333
687	261
694	600
683	0
712	646
686	218
687	23
701	207
713	351
686	424
694	302
700	582
712	656
688	175
692	538
714	572
693	539
714	282
711	616
686	148
690	301
694	116
717	639
699	270
683	127
683	87
703	597
685	11
709	458
688	219
688	670
686	153
694	121
713	336
698	143
703	259
696	676
683	19
694	648
721	608
691	407
688	470
704	571
713	412
696	83
687	47
685	97
701	160
709	543
700	455
691	167
688	136
701	427
684	135
712	615
700	165
686	132
695	224
710	216
693	196
716	486
712	324
710	423
711	576
692	45
709	264
719	638
713	492
707	79
683	6
690	120
698	126
702	592
710	380
696	663
690	223
695	205
686	108
710	622
698	413
684	42
689	18
684	141
694	363
708	373
691	239
700	650
708	522
696	662
716	477
694	564
697	41
696	587
719	652
687	173
685	65
719	681
684	345
695	379
700	603
698	222
693	409
685	9
709	134
699	485
696	151
683	633
695	354
688	300
683	36
687	33
692	111
717	434
694	320
699	476
687	212
704	330
694	406
709	517
694	505
691	184
708	682
715	292
700	456
711	590
687	99
693	297
699	507
690	215
683	1
687	40
714	350
688	390
696	366
701	262
712	537
684	465
689	346
719	630
713	460
694	562
685	28
695	329
695	347
695	634
695	498
709	553
684	378
709	501
690	286
710	474
706	599
710	209
694	575
695	319
700	441
691	342
686	107
686	14
713	459
689	187
711	661
700	677
694	166
716	225
721	398
712	610
684	7
690	75
691	267
708	628
683	4
719	645
697	35
688	268
703	551
695	314
689	105
688	308
702	245
687	242
695	355
685	3
690	29
690	163
696	678
698	356
686	389
699	494
688	433
703	91
719	666
717	596
688	118
694	338
703	385
705	388
686	367
713	340
690	467
699	265
693	48
711	313
699	362
712	632
684	17
684	89
683	376
720	529
688	185
713	528
693	290
705	92
689	344
694	593
684	60
689	174
720	550
693	202
696	280
690	506
688	115
710	583
694	481
690	307
699	503
690	130
684	25
688	168
712	609
688	257
685	133
691	426
697	51
702	240
708	637
694	535
693	397
